FIRST_NAME,LAST_NAME,MID_NAME,SSN,DOB
Sally,Cooper,,876231235,23-FEB-83
Scott,Canty,,123651234,24-SEP-80
Laura,Canty,,673121234,10-MAR-82
Paul,Canty,,567127455,17-SEP-05
Test,Best,,233545444,16-SEP-70
Bommie,Brown,,,07-SEP-10
Test,Better,,214545452,28-SEP-80
John,Rule,,288791345,17-JUL-70
Michelle,Rule,,,21-SEP-92
TestLady,Smith III,,454778888,01-SEP-93
TonyTest,Smith III,,,04-MAR-13
DadTest,Smith III,,434556678,01-SEP-90
Dean,Walt,,222346576,23-SEP-57
Rick,Walt,,777466767,02-SEP-03
Derek,Paul,,321552342,11-SEP-73
Bertha,Paul,,322763453,04-SEP-76
Ray,Paul,,323129876,17-FEB-99
Sonia,Paul,,234981234,16-SEP-07
Tom,Lindh,,278876473,17-JUL-70
Alice,Lindh,,765655433,25-SEP-92
Mother,SpriteCan,,090778877,04-SEP-90
Mother,SpriteCan,,090778877,04-SEP-90
Father,SpriteCan,,090876543,04-SEP-86
Child,SpriteCan,,123778898,04-SEP-10
Killer,Killer,,,01-SEP-99
Kacie,Gold,,893123456,01-AUG-82
Something,Different,,555449823,15-MAR-60
SystemTest,Adams,,222334444,05-SEP-84
TechArchFirstxds,TechArchxsz,,324443456,03-SEP-86
Tasdase,Lasttas,,452456876,01-SEP-96
Nothing,Different,,655566556,10-SEP-57
Mike,Labatts,,123554930,21-SEP-70
Timmy,Labatts,,765390002,30-SEP-92
Susan,Equis,,550054445,17-SEP-68
Estelle,Mcgraw,,891234567,01-SEP-69
Michelle,Equis,,765442346,30-SEP-92
Fredie,Mcgraw,,897123456,16-JUL-97
First,Tester,,123457895,18-DEC-84
Test,CHIP,,897123456,01-SEP-69
Neelakshi,Tikoo,,891234567,01-SEP-69
Chahat,Tikoo,,891223456,01-SEP-97
Parent,MAGI,,456454556,10-DEC-84
Ron,Tripel,,765767654,14-SEP-64
Donny,Tripel,,878440321,30-SEP-92
Carol,Grimbergen,,545455464,02-SEP-73
Janey,Grimbergen,,,30-SEP-92
Jonny,Grimbergen,,456552222,30-SEP-92
CHILD,MAGI,,123121233,25-OCT-10
Test,Parent,,124457845,10-DEC-84
Tester,Child,,788787845,25-OCT-12
see,say,,625545455,29-SEP-70
Wife,Seesay,,656545454,23-SEP-80
ADULT,MAGI,,789567856,10-JUL-83
Alice,Duvel,,102394758,04-SEP-72
Amy,Duvel,,384012245,30-SEP-92
Mikey,Duvel,,876340193,30-SEP-92
PREGNANT,MAGI,,789787856,10-DEC-84
Shaking,System,,545875455,30-SEP-90
Ups,Downs,,522444144,20-SEP-94
Single,Lady,,456454523,10-DEC-84
Husband,Husband,,123787856,10-JUL-83
Child,Child,,,25-OCT-10
Parent,Grand,,785454512,18-JUL-62
Child,Grand,,547787856,27-SEP-05
Test,Tester,,555555555,15-SEP-72
Marry,Peanut,,678090987,01-JAN-80
Freddie,Copper,,,31-JAN-91
Helena,Cooper,,,01-SEP-10
Brian,Smith,,555555555,28-APR-70
Captain,America,,,01-JAN-01
App,Testdefect,,678980987,01-JAN-79
adult,good,b,090520131,01-SEP-70
Meggie,TestingChip,,,01-SEP-84
Captain,Americazzz,,,01-JAN-11
Kiddie,Testingchip,,,01-AUG-91
Liven,Learn,,345456789,05-SEP-94
Meggi,LPRTest,,890122677,06-SEP-84
Allen,Micheal,,526545451,25-SEP-74
Slow,Learner,,390445555,24-AUG-94
Mommy,Adoptive,,,01-SEP-13
Mommy,Adopt,,834312234,01-SEP-78
Snow,Jon,,232111890,05-SEP-75
Freya,Jody,,,01-SEP-77
Emma,Jody,,765432123,04-FEB-97
Baby,Blue,,559870192,17-JUL-13
Mom,Blue,,234232323,11-SEP-90
Mariam,Refugee,,892311909,07-SEP-84
Refugee,One,,891222890,03-SEP-82
Baby,Green,,234560912,17-JUL-13
Mom,Testded,,678099876,01-JAN-78
First,Grade,,555541454,27-SEP-55
Second,Grade,,545545454,08-SEP-94
Third,Grade,,,22-SEP-10
John,Rib,,,01-SEP-94
Mom,Script,,,06-MAR-90
Baby,Script,,123090909,17-JUL-13
New,Person,,444444444,11-SEP-85
Baby,Person,,,30-SEP-06
Adult,Testman,t,090620131,06-SEP-75
sonny,testman,e,090620132,06-SEP-00
John,JonesTest,,222334444,06-SEP-85
Betty,JohnesTest,,444557777,02-SEP-87
Betty,JonesTest,,444557777,02-SEP-87
Test,MurphyTest,,111229999,07-SEP-84
FRANKLIN,DE COSTA,,384175108,12-FEB-35
HELEN,DECOSTA,,001186203,09-FEB-80
First,Tester,,456454556,18-DEC-84
Lori,Buchanan,,778341234,03-MAR-76
JP,Buchanan,,234432563,01-JAN-96
Kyle,Jack,,555551234,24-SEP-73
Selena,Jack,,653123543,06-SEP-95
Lori,Buchanan,,778380098,01-JAN-96
John,Buchanan,,101883222,02-FEB-75
JP,Buchanan,,432233923,01-JAN-96
Very,Boring,,,22-SEP-77
ANITA,WONDERS,JANE,302767000,22-JAN-31
Lori,Buchanan,,775030023,03-MAR-76
John,Buchanan,,100202313,02-FEB-75
JP,Buchanan,,422342933,01-JAN-96
Betty,Saturday,,876839999,24-SEP-79
Jacob,Sunday,,876548282,01-SEP-01
Emma,Sunday,,637849399,01-SEP-01
Display,Program,,,10-SEP-86
Guardian,Legal,,,09-SEP-64
Control,Child,,,22-SEP-99
Lpr,Single,,222334455,14-FEB-63
Trafficked,LPROne,,897654123,01-SEP-72
Rim,Testing,,555544545,28-SEP-76
Kim,Testing,,675766557,30-SEP-80
Vim,Testing,,,25-SEP-12
Irani,SIV,,,01-SEP-73
Arrived,Just,,,06-JUN-63
Husband,Test,,111223333,01-SEP-13
Wife,Test,,222334444,05-SEP-13
Uncom Child,Test,,,03-SEP-13
Husband,Lpr,,,07-SEP-43
Lpr,Wife,,,02-OCT-43
Comm Child,Test,,,03-AUG-01
Legal,Vetran,,,11-NOV-71
Wife,Vetran,,222222222,11-NOV-71
Tall,Build,,755344545,27-SEP-78
Newborn,SIV,,897123456,01-JUN-13
Veteran,LPR,,,01-SEP-82
Jollen,LPR,,,01-SEP-80
Pedro,Colon,,444444444,26-SEP-67
James,Colon,,222222222,14-SEP-99
Mom,Test,,,22-JUN-77
KidOne,Test,,,01-SEP-00
KidTwo,Test,,123121234,01-APR-02
Test,Emerald,,888888888,07-JUN-92
Hubby,Test,,111223333,01-MAY-75
Wifey,Test,,222113333,12-MAR-80
Kiddo U,Test,,,01-SEP-00
Hubby,Test,,,01-JAN-75
Dad,Test,,111991234,01-MAR-74
Mommy,Test,,222334545,01-APR-75
Kiddo,Test,,,01-JUN-00
Roberto,Ramirez,,,21-SEP-78
Jon,Baby,,,04-JUN-13
Frankie,Ramirez,,222222222,06-SEP-05
Allen,Alien,,,01-SEP-90
Janet,Test,,,01-SEP-75
James,Test,,222222222,01-SEP-70
Jenny,Quiz,,333333333,01-SEP-00
David,Rincon,,,05-SEP-78
Dylan,Rincon,,,16-SEP-08
NAZEEB,SHIBLI,H,296524304,17-DEC-61
NAZEEB,Shilbi,,296524304,17-DEC-61
Don,DuckTest,,123444567,22-SEP-87
FnameDev,LnameDev,,408569009,04-SEP-95
Male,Refugee,,,10-JUL-83
Refugee,Female,,,10-DEC-84
Baby,Refugee,,,25-OCT-13
One,Dad,,,01-SEP-83
Two,Mom,,,01-AUG-90
Gina,Test,,111221111,01-MAR-93
Tony,Test,,111221133,08-MAR-13
Baby,Refugee,,,25-OCT-13
Husband,Estranged,,,01-JUN-90
Refugee,Baby,,,25-OCT-10
Three,Child,,,02-SEP-10
Estelle,Test,,111224444,01-JUL-69
Trudie,Test,,333224444,05-MAR-97
One,Cuban,,,09-SEP-71
Urgent,Test,,,26-SEP-84
John,Test,,,03-FEB-91
Melanie,Test,,444332233,01-AUG-08
Male,LPR,,,10-JUL-83
Female,LPR,,,10-DEC-84
Child,US Born,,,25-OCT-12
One,Refugee,,789654123,01-SEP-76
Marja,Test,,,01-JUL-83
Xander,Test,,222222222,01-MAR-61
Oneone,Tetslpr,,678780987,01-JAN-63
Niko,Test,,333333333,06-MAY-03
Button,Test,,444444444,17-MAR-10
Test,Amerasian,,654646566,26-SEP-84
Amerkid,Test,,,22-SEP-10
Babyone,Refugee,,,01-JUN-13
BabyOne,Refugee,,,01-JUN-13
Jon,Testlpr,,678090987,01-JAN-63
Marja,Test,,,01-AUG-83
Xander,Test,,222222222,14-JUN-61
Niko,Test,,333333333,01-MAY-03
Button,Test,,444444444,11-MAY-10
Mike,Test,,555555555,05-JUN-96
Jack,Testcoup,,678094567,01-JAN-72
Exempt,Income,,555545444,05-APR-84
Jons,Testcoup,,678098765,01-JAN-72
Mom,EI,,212225455,29-MAY-85
Marry,Testcoup,,659347890,01-JAN-72
Kid,EI,,,15-JAN-06
Freya,Test,,111223344,15-JUN-77
Joni,Test,,333445555,17-JUL-97
Mom,One,,545545455,04-MAY-75
Kid,One,,,15-JAN-00
Kid,Two,,,12-SEP-11
Father,Das,,,01-SEP-83
Mother,Das,,,19-SEP-90
Child,Das,,,20-APR-10
Husband,Exempt,,545546444,26-SEP-73
Wife,Exempt,,455455455,24-SEP-78
Minor,LPR,,,25-OCT-06
Child,Exempt,,,05-MAY-05
Father,LPR,,,10-JUL-83
Retro,Mom,,,05-SEP-84
Lilbit,Retro,,,18-SEP-08
First,Tester,,789457789,18-DEC-84
ACSSP,Baby,,123121223,25-OCT-12
Person,New,,,01-JAN-80
Test,Smith,,222222222,16-SEP-71
Test,Samson,,555555555,13-SEP-77
Test,Smith,,555555555,09-SEP-77
Test,CinOne,,,01-SEP-79
TMA,Test,,789757889,10-JUL-83
Female,TMA,,123454523,10-DEC-84
Test,CinTwo,,,09-MAY-85
Billy,Bobtest,,222332222,06-SEP-84
TMA,BABY,,125451223,25-OCT-10
Test,CinOne,,,10-SEP-85
Test,CinOne,,,11-SEP-86
Joe,Thomas,,222222222,01-SEP-06
Test,EMA,,,10-JUL-83
Female,EMA,,,10-DEC-84
Baby,EMA,,,25-OCT-10
Mom,User,,789340023,01-SEP-60
Test,CinOne,,,23-SEP-93
Kid,User,,787011899,01-SEP-00
Grant,Lilo,,444444444,18-FEB-70
Brian,Lilo,,777777777,10-SEP-73
Beth,Lilo,,,02-SEP-75
Paul,Lilo,,,01-SEP-02
Sarah,Lilo,,888888888,28-SEP-05
Mom,Bio,,,25-SEP-80
Mom,Biol,,,02-SEP-82
Wife,CHIP,,,12-OCT-84
Mom,Biolo,,,14-SEP-83
BAby,CHIP,,,25-OCT-96
Dad,Biol,,765234123,06-SEP-79
Bruce,WayneTest,,,01-SEP-60
Papa,Raina,,,01-SEP-81
Sleeping,Beauty,,444142222,07-JUL-84
Mamma,Raina,,734234567,10-SEP-85
Baby,Raina,,432789765,01-SEP-09
Pedro,Reyes,,,04-SEP-00
Husband,User,,780220480,01-SEP-70
Wife,User,,738210022,01-SEP-75
Firstkid,User,,,01-SEP-00
Tim,Hugh,,333333333,05-SEP-60
Dan,Dean,,333123213,27-SEP-57
Timmy,Dean,,111543422,25-SEP-01
Tito,Long,,,13-SEP-56
Oscar,Long,,123451231,27-SEP-05
Mike,Caine,,,28-SEP-77
Drew,Caine,,544123542,19-JUN-68
Tommy,Caine,,123547644,25-SEP-80
Luke,Caine,,654135344,14-SEP-72
Meg,Kooper,,655124534,28-SEP-78
Error,Testdef,,678090987,01-JAN-80
Sept,Test,,,10-JUL-83
Drake,Joseph,,654231234,28-SEP-77
Female,Sept,,,10-DEC-84
Elena,Joseph,,123435345,28-SEP-04
Baby,Sept,,,25-OCT-10
Jaime,Cano,,,24-SEP-70
Jorge,Cano,,654236545,25-SEP-06
Dadpr,Tsttwo,,695090987,01-JAN-80
Russell,Forrester,,,28-JAN-56
Child,Tsttwo,,654094567,01-JAN-10
Sam,Santiago,,,09-SEP-82
Pete,Santiago,,765236545,19-SEP-02
Tom,Walker,,455231231,13-SEP-79
Kim,Walker,,432122133,23-SEP-80
Pam,Walker,,123546565,01-SEP-94
Morris,Elina,,,27-JAN-81
Reachel,Child,,,01-JAN-06
Test,HHOne,,,01-SEP-82
Tom,Husband,,,10-JUL-83
Test,HHBaby,,,01-SEP-86
Jerry,Wife,,321568767,10-DEC-84
Piyu,Baby,,333341234,01-SEP-96
Geoff,Curtain,,,01-DEC-60
Dasy,Testemc,,680094567,01-JAN-80
Audrey,Curtain,,,09-DEC-60
Reed,Curtain,,,01-DEC-96
Mompreg,Test,,678450987,01-JAN-88
Jerry,Test,,123454556,10-JUL-83
Test,JerryI,,789454565,10-DEC-10
Maria,Hernandez,,,01-NOV-78
Kid,Addus,,645341234,01-JAN-10
adult,noncittest,,090920131,09-SEP-75
wifey,noncittest,,090920132,01-SEP-81
MIKE,D,D,021624804,02-SEP-82
SepNineFname,Lname,,898088906,03-SEP-95
Pablo,Reyes,,,12-SEP-99
Mom,Tester,,898928434,01-SEP-89
Lilbit,Tester,,789827128,01-SEP-10
MIKE,D,D,001067506,09-SEP-82
Test,NewPersonJY,,444338989,02-APR-85
Wife,NewPersonJY,,222332222,09-MAR-88
Shubha,Dhawan,,545541555,20-SEP-89
Dad,Family,,774938843,01-SEP-83
Mom,Family,,881338898,01-SEP-90
Hhkjh,Dgy,,,01-SEP-13
Kid,Family,,,01-SEP-10
New Testing,Defect,,545545455,20-SEP-84
Ramon,Canto,,,01-SEP-63
Defects,Retest,,545215455,21-SEP-89
HOLY,MYTH,K,296053509,11-APR-21
MAT,GREAT,,350829900,08-JUL-91
Husband,Test,,,06-MAY-70
Wife,Test,,222222222,26-MAY-71
Comm Child,Test,,333333333,04-JUL-07
Test,LPROne,,,29-SEP-83
Freya,Test,,,01-JUL-77
Joni,Test,,222222222,08-AUG-98
Test,LPRSecond,,678543234,01-SEP-63
Single,Father,,123987685,04-SEP-73
First,Tester,,456787896,10-DEC-84
Child,Single,,567099876,17-SEP-02
Mom,Test,,,24-JUN-70
OlderKid,Test,,222222222,03-JUN-98
YoungKid,Test,,333333333,09-AUG-06
Jill,Jillian,,,01-SEP-84
Afghan,Single,,,16-SEP-87
Child,Afghani,,,11-SEP-07
Wife,Afghani,,,06-OCT-87
Husband,Test,,,14-SEP-77
Wifey,Test,,222222222,03-SEP-80
UncChild,Test,,333333333,14-SEP-00
Jose,Colon,,,01-SEP-00
Judi,Test,,,01-SEP-71
Jason,Test,,222222222,10-SEP-74
Jeremy,Test,,333333333,04-JUN-97
Jimmy,Test,,444444444,04-MAY-99
Ginny,Test,,555555555,20-JUN-01
Random,Inves,,554545455,15-APR-79
Always,Doubt,,,27-MAY-09
Father,Abc,,,01-SEP-83
Mom,Abc,,897128987,01-SEP-90
Kid,Abc,,,01-SEP-10
Red,Dad,,,22-JAN-80
Red,Mom,,,26-JAN-82
Red,Child,,,26-MAY-10
Mathew,Matthew,,198123982,01-AUG-01
Aaron,LPRtest,,123445566,03-MAR-83
CHARLES,DIXON,F,007643003,16-JAN-47
Dad,JointOne,,789435678,09-JAN-75
Mom,Jointtwo,,654234567,01-SEP-83
Dad,JointEleven,,786543123,01-SEP-83
One,JointDad,,567543567,01-SEP-83
One,JointMom,,675432123,22-MAY-90
Test,JointKid,,675432123,01-SEP-10
Daddy,Americano,,,06-SEP-78
Sam,Long,,222222222,01-SEP-83
Ray,Long,,222222222,01-SEP-83
Don,Brown,,,01-SEP-72
Pam,Long,,,17-MAY-90
Sarah,Brown,,873983982,01-AUG-72
Tim,Long,,,05-SEP-10
Singledad,Twotwo,,677094567,01-JAN-80
Dad,Refugee,,798136286,01-SEP-80
Test,Bones,,546778888,01-JUN-85
Mom,Refugee,,782881293,01-SEP-83
Kid,Refugee,,787107881,01-SEP-96
LadyTest,Bones,,123441234,01-JUL-85
Baby,Bone,,,01-SEP-10
Paul,Adams,,,11-FEB-83
Elena,Adams,,123764564,19-APR-90
Greg,Adams,,333331234,07-APR-00
ST,Joe,,456454532,10-JUL-88
ST,Mary,,123451256,25-JUL-05
Test,JointDaddy,,765423123,01-SEP-78
Snow,White,,,11-SEP-83
Test,JointMommy,,561234567,13-SEP-84
Test,JointKiddie,,786512345,01-SEP-82
Test,JointBaby,,564234567,05-SEP-12
Danielle,Del-Toro,,,05-MAY-05
King,Brown,,,01-SEP-72
Queen,Brown,,,01-JAN-72
St,Freya,,123457896,10-JUL-77
ST,Joni,,456784556,08-AUG-98
Single,Trafficking,,,09-SEP-81
Rulemom,Twentytwo,,678096783,01-JAN-78
Matt,Walker,,423126545,09-APR-83
Kidus,Twentytwo,,654231236,01-JAN-10
Lynn,Walker,,432123423,24-FEB-90
Derek,Walker,,432123432,07-SEP-83
Husband,Exemptchild,,111223333,05-SEP-77
Marie-Eve,Vocal,,,11-SEP-82
Wife,Exemptchild,,111223334,12-SEP-79
Bob,Quinn,,123236466,10-FEB-83
Jean-Sebastian,Vocal,,567679087,05-MAY-05
Child,Exemptchild,,111223335,01-SEP-03
Test,JointPapa,,781345678,01-SEP-82
Luke,Pitt,,543326545,02-SEP-83
Tera,Pitt,,123341232,19-APR-90
Test,JointMa,,564345678,11-SEP-86
Donald,Pitt,,654445655,28-JUN-00
Test,JointKiddi,,675432123,01-SEP-12
Man,Brown,,,01-SEP-81
Woman,Brown,,,02-SEP-81
Male,White,,,01-SEP-81
Asylee,Refugee,,430236329,01-SEP-90
Female,White,,892892389,02-SEP-81
Child,White,,,01-SEP-04
MomTest,ThirtyOne,,876550009,01-SEP-86
BabyOne,ThirtyOne,,123881234,01-SEP-10
BabyTwo,ThirtyOne,,321444321,01-SEP-11
Jeff,Klaus,,,01-DEC-80
Trafficking,Twentythree,,564090987,01-JAN-78
Gina,Singmom,,111223331,14-APR-79
Tony,Singmom,,111223332,25-FEB-13
Asylee,User,,890128980,01-SEP-90
Melissa,Macy,,,23-DEC-80
Seth,Parker,,123441233,18-FEB-83
Chris,Rose,,,21-DEC-80
Kid,User,,798994368,01-SEP-10
Undocumented,Single,,345659999,17-SEP-80
Marco,Singmom,,,11-MAR-79
Meg,Parker,,888452342,14-MAR-90
Fred,Parker,,242121234,05-SEP-10
Mom,Twentyfive,,659890987,01-JAN-78
ST,NEd,,123567896,10-JUL-73
ST,Sansa,,123567852,05-JAN-96
ST,Jon,,123567856,25-MAY-97
ST,Arya,,123784523,25-AUG-12
Sue,Young,,212231222,15-MAR-89
Asylee,Family,,883232389,01-SEP-90
Jake,Young,,123772342,12-MAR-10
Gina,Singlemother,,,08-JUN-78
Kid,Family,,889120903,01-SEP-10
Dad,Perman,,453123567,01-SEP-78
Tony,Singlemother,,,12-FEB-13
Marco,Estranged,,,04-SEP-78
Momtwo,Twentythree,,625099872,01-JAN-80
Kidus,Twentythree,,456094567,01-JAN-10
Mom,Perman,,789654345,01-SEP-85
Kido,Perman,,675432123,19-SEP-12
LPR,Single,ST,123459632,10-JUL-63
Parent,Tester,,342096489,01-SEP-80
Mary,Casey,,675898765,01-MAR-56
Casey,James,,,01-DEC-66
Justin,Casey,,678765432,01-DEC-01
Ashley,Casey,,789765654,01-DEC-02
Parent,User,,453403438,01-SEP-80
Mom,Single,,567843123,01-SEP-90
Kid,User,,675895345,01-SEP-00
Lilbit,Single,,786543123,08-JUN-11
Parent,Abc,,763803679,01-SEP-80
Kid,Abc,,766128983,01-SEP-00
Goode,Brett,,563956200,06-SEP-78
Keegan,Jones,,654234567,12-SEP-78
Father,SSITest,,111229999,01-SEP-81
LPR,Single,ST,456234556,10-JUL-63
Katty,Goode,,,13-SEP-83
Mother,SSITest,,444550909,01-SEP-85
CommonChild,SSITest,,555667777,01-SEP-10
Gina,Singmother,,050061721,07-FEB-79
Tony,Singmother,,050061722,05-MAR-13
Marco,Estrangedhus,,050061724,10-JUL-79
LiBit,Traks,,786543123,01-SEP-82
Lily,Traks,,654345678,01-SEP-06
Beth,Jacobs,,322123123,09-MAR-89
Tommy,Jacobs,,765551231,18-MAR-10
Judy,Cook,,,14-SEP-67
Jason,Cook,,,07-SEP-66
Jeremy,Cook,,,02-SEP-97
Kate,Waller,,765332311,22-JUN-89
Billy,Waller,,765342342,01-SEP-10
Peggy,Perkins,,898674545,23-DEC-90
Jamie,Nuclear,,020012013,01-MAY-80
Whitey,White,,873342873,01-SEP-97
Al,Singleal,,093874329,19-FEB-78
Child,Usborn,,093874328,22-MAR-08
Whitey,White,,,01-SEP-97
Jimmy,Cook,,,08-SEP-99
Shelby,Rose,,789056543,28-DEC-98
Whitey,White,,,01-SEP-00
Ginny,Cook,,,12-SEP-01
Thai,Cuisine,,545777777,24-MAY-80
Ned,Yello,,,01-SEP-73
Sansa,Yello,,376484383,01-JAN-96
Betty,Grant,,543122333,04-APR-89
Gina,Traks,,789654324,05-DEC-93
Jon,Yello,,128273872,01-SEP-97
Hank,Grant,,543127656,15-JUN-10
Arya,Yello,,,01-SEP-12
Tony,Traks,,675432123,01-SEP-07
Gina,Asset,,678543123,01-SEP-93
Jack,Johns,,679090987,01-JAN-00
Tony,Asset,,654123456,21-DEC-07
Mom,Jack,,678090987,01-JAN-80
Tevana,Terena,,543123678,15-SEP-93
Gera,Terena,,654123678,04-SEP-10
Mom,Deck,,456090987,01-JAN-70
Dad,Deck,,432890976,01-JAN-68
Kid,Deck,,436235678,01-JAN-93
John,Appleseed,,123889900,01-JAN-90
Janice,Samuel,,111231222,01-SEP-70
Chandler,Samuel,,765231234,10-SEP-71
Sprog,Samuel,,765124333,12-MAR-93
Terena,Blanca,,654123456,01-SEP-93
Jay,Ogra,,,01-JAN-78
Jane,AppleJohn,,,09-JAN-89
Carey,Biance,,567908765,01-AUG-13
Sam,Ogra,,,01-JAN-78
Test,Someperson,,222331234,01-JAN-91
Test,ThatGuy,,456778899,09-JAN-87
Gloria,Tenas,,654237890,01-SEP-69
Jennies,Hawkins,,890674567,18-NOV-97
Jamie,Foster,,555231234,25-JUL-90
Jane,Foster,,876321234,16-SEP-69
Prudie,Testing,,780978901,01-SEP-69
PersonPreg,New,,578909876,01-SEP-97
Jack,Jackie,,232982980,01-SEP-84
Jenni,Jackie,,,01-SEP-85
Immi,Cuban,,012394587,12-DEC-78
Child,Cuban,,013394587,25-NOV-05
Kell,Kelly,,,01-SEP-84
John,Parent,,678098765,01-SEP-91
Johnny,Depp,,786543123,01-SEP-91
Golden,Depp,,765324567,01-SEP-10
Freya,Blue,,873494894,01-SEP-77
Haitian,Immigrant,,021500665,03-NOV-78
Haitian,Child,,090067690,12-SEP-11
Frey,Blue,,,01-SEP-77
Joni,Blue,,,08-AUG-98
Old,Man,,092339393,01-SEP-30
One,Smokey,,891678654,07-SEP-84
Two,Smokey,,765432456,29-SEP-11
Orangee,Orange,,239893838,01-SEP-84
Female,Orange,,,01-SEP-85
Child,Orange,,,01-SEP-96
Three,Smokey,,897654123,12-SEP-90
Four,Smokey,,567908765,21-SEP-83
Latitudee,Latitude,,456096678,01-SEP-59
Bloom,Green,,,01-SEP-84
Tango,JointOne,,789765432,01-DEC-83
JY,TestTest,,321445678,01-SEP-85
Male,Purple,,,01-SEP-40
Mommy,JointTwo,,786543123,12-SEP-90
Kiddie,JointThree,,765412356,30-DEC-10
Catherine,Toledo,,,28-JUL-78
Address,Normalization,,444090909,01-SEP-86
September,Thirteen,,432121223,02-SEP-85
Grant,Jacobs,,123541234,01-SEP-80
Test,Smoke,,333449090,01-JAN-90
Tester,Last,,013579103,03-SEP-84
Jim,Massey,,,01-JAN-70
Mommy,JointTax,,876543123,01-SEP-82
Dad,JointTax,,675432123,11-SEP-85
First,JointTax,,786543123,08-SEP-83
First,JointTax,,786543123,07-SEP-84
First,JointMeggie,,678543123,01-SEP-84
Two,JointTest,,786543123,13-SEP-85
MAGI,Adult,,,17-JUN-70
Simpson,Homer,,298182983,13-APR-88
Doogle,Google,,,15-SEP-77
MommyOne,JointTax,,786543123,28-SEP-90
Foogle,Google,,,09-SEP-80
BabyOne,JointTax,,789765432,28-SEP-10
Female,Homer,,,12-SEP-89
DaddyOne,JointTax,,654321345,01-SEP-83
Molly,Cooke,,,22-FEB-89
System,Testx,,,02-SEP-80
Jack,Daniel,,,02-SEP-41
Jackie,Daniel,,187282829,10-SEP-40
Joe,Mo,,,13-SEP-79
Refugee,Single,,,11-SEP-83
Amanda,Sorely,,,15-SEP-87
Minor,Lpr,,,09-SEP-10
Ellie,Sorelly,,,19-MAR-86
Mom,SingleOne,,876543123,01-SEP-90
Kindle,BabyOne,,876541456,01-SEP-11
Dyer,Major,,679098989,06-SEP-79
Test,BabyTwo,,654234567,30-SEP-10
Mary,BabyThree,,564312456,01-SEP-09
Minor,Major,,,08-SEP-10
Moven,BabyFour,,567432567,30-SEP-08
Elsa,Korelly,,,28-SEP-88
Byron,Korelly,,234089287,20-FEB-07
Child,Daniel,,099182981,06-SEP-01
XXX,Testx,,,12-SEP-99
Janice,Dad,,331111234,01-SEP-76
XXX,Testx,,,12-SEP-99
Chandler,Mom,,112121234,01-SEP-77
Sprog,Son,,654126543,01-SEP-94
Laurette,Alcine,,,27-NOV-90
Mommy,Estranged,,675432567,06-OCT-93
Baby,Estranged,,897654123,12-AUG-13
Daddy,Estranged,,675432678,29-SEP-04
Killer,Aslyee,,,02-SEP-80
Dad,Retestfri,,654876789,01-JAN-75
Pea,Chik,,,27-SEP-78
Wife,Asylee,,298192892,10-SEP-85
Dadnonus,Retstfri,,654675678,01-JAN-74
Kidctzus,Retstfri,,632121234,01-JAN-10
Child,Asylee,,827982928,04-SEP-09
First,Tester,,789784556,18-DEC-84
Kity,Tester,,789787856,10-DEC-72
Nicole,Danticat,,,28-FEB-89
Pia,Chik,,512093456,15-SEP-82
Cassandra,Brouard,,,26-JUL-89
Carlo,Brouard,,,27-DEC-06
Aunt,John,,,08-SEP-77
Nephew,John,,222222222,02-SEP-99
John,Single,,564234567,04-SEP-90
Melanie,SingleOne,,345678234,01-SEP-12
Ainsley,Pierre,,,26-DEC-89
Baby,Center,,,19-MAY-83
Shopping,Center,,,02-FEB-10
Message,Center,,321324344,01-JAN-90
Asdfa,Sadads,,,02-SEP-84
Estelle,Mom,,123121234,01-SEP-70
Wife,Preggers,,456343453,06-SEP-84
Saraphina,Dominique,,,18-AUG-97
Husband,Preggers,,434343453,05-SEP-84
Trudie,Daughter,,234434321,01-SEP-98
Freya,Testone,,675432123,01-SEP-77
Adopted,Testone,,675423567,08-AUG-98
Single,Entrant,,,10-SEP-86
Anslee,Parken,,,20-MAY-99
Fifteen,Refugee,,123784523,10-JUL-83
Husband,Exempt,,456098123,15-SEP-82
Wife,Exempt,,765763457,21-SEP-83
Margaret,Poolian,,,07-SEP-88
Child,Exempt,,,07-SEP-04
Thalia,Wallo,,,25-OCT-88
BornFift,US,,123234556,25-OCT-10
Theodore,Wallo,,234781456,05-MAY-05
Husband,Jones,,,20-SEP-78
First,LPRSingle,,654345678,27-AUG-63
Wife,Jones,,,26-SEP-84
Nonusmom,Testfri,,654342345,01-JAN-70
John,Dad,,331214356,01-SEP-91
Usctzkid,Testfri,,456980987,01-JAN-10
Melanie,Daughter,,543431122,01-JUN-13
Jason,James,,442459879,20-JUN-66
Judi,James,,087341456,30-SEP-69
Jeremy,James,,345139879,15-APR-97
Nineteen,Alien,,123457856,10-JUL-83
Jimmy,James,,879344567,20-APR-99
Jimmy,James,,879344567,20-APR-99
Dad,Family,,,10-SEP-80
Jason,James,,,28-JUL-67
Female,Family,,,19-SEP-00
Judi,James,,,27-OCT-69
Jeremy,James,,356139800,30-JUL-97
Jimmy,James,,,16-MAR-99
Ginny,James,,,29-MAY-01
Estelle,Borney,,786543123,10-SEP-69
Trudie,Morey,,765435678,26-NOV-97
Polly,Lolly,,345087800,13-SEP-79
Dolly,Lolly,,,11-SEP-85
Tolly,Lolly,,,16-SEP-09
Not Pregnant,Mom,,,02-SEP-73
Wife,Aladdin,,234567890,05-SEP-84
